"bom_id","parent_item_number","component_item_number","quantity","quantity_unit","sequence_number","supply_type","sourcing_type","supplier_code","supplier_part_number","lead_time_days","effective_date","expiration_date","is_active","is_optional","is_phantom","scrap_factor","yield_factor","setup_time_minutes","cycle_time_minutes","labor_hours","tooling_required","special_instructions","quality_requirements","test_requirements","packaging_requirements","created_by","created_date","last_modified_by","last_modified_date","revision","approval_status","notes"
"BOM-034","ITEM-093","ITEM-324","24.99","EA","61","MAKE","INTERNAL","SUP004","SUP-PART-000391","20","2025-07-17","2026-07-13","false","false","false","0.032","0.987","48","25","6.2","SPECIAL","Instructions for ITEM-324","Quality requirements for ITEM-324","Test requirements for ITEM-324","Packaging requirements for ITEM-324","USER008","2025-07-09","USER003","2025-07-17","R2","DRAFT","Notes for BOM BOM-034"
"BOM-037","ITEM-014","ITEM-363","61.19","EA","8","BUY","INTERNAL","SUP005","SUP-PART-000406","36","2025-07-13","2026-01-26","false","true","true","0.084","0.951","92","57","2.2","YES","Instructions for ITEM-363","Quality requirements for ITEM-363","Test requirements for ITEM-363","Packaging requirements for ITEM-363","USER002","2025-06-28","USER004","2025-07-02","R2","PENDING","Notes for BOM BOM-037"
"BOM-038","ITEM-008","ITEM-472","62.54","KG","75","BUY","INTERNAL","SUP004","SUP-PART-000116","34","2025-09-24","2026-08-30","true","false","true","0.057","0.991","84","35","5.9","NO","Instructions for ITEM-472","Quality requirements for ITEM-472","Test requirements for ITEM-472","Packaging requirements for ITEM-472","USER003","2025-09-19","USER001","2025-09-22","R2","DRAFT","Notes for BOM BOM-038"
"BOM-037","ITEM-067","ITEM-262","91.88","M","16","BUY","DUAL_SOURCE","SUP004","SUP-PART-000920","49","2025-07-09","2026-05-19","false","false","false","0.093","0.954","119","59","5.7","YES","Instructions for ITEM-262","Quality requirements for ITEM-262","Test requirements for ITEM-262","Packaging requirements for ITEM-262","USER002","2025-06-21","USER007","2025-06-25","R4","PENDING","Notes for BOM BOM-037"
"BOM-045","ITEM-005","ITEM-142","75.39","M","12","MAKE_OR_BUY","EXTERNAL","SUP004","SUP-PART-000390","48","2025-08-27","2026-02-02","true","false","true","0.016","0.99","19","34","7.5","NO","Instructions for ITEM-142","Quality requirements for ITEM-142","Test requirements for ITEM-142","Packaging requirements for ITEM-142","USER004","2025-08-07","USER008","2025-08-17","R4","PENDING","Notes for BOM BOM-045"
"BOM-044","ITEM-045","ITEM-122","32.09","KG","40","MAKE_OR_BUY","DUAL_SOURCE","SUP001","SUP-PART-000453","55","2025-06-05","2025-12-10","false","false","true","0.044","0.992","34","13","1.6","SPECIAL","Instructions for ITEM-122","Quality requirements for ITEM-122","Test requirements for ITEM-122","Packaging requirements for ITEM-122","USER005","2025-05-21","USER007","2025-05-29","R3","PENDING","Notes for BOM BOM-044"
"BOM-014","ITEM-092","ITEM-376","59.74","L","84","MAKE","DUAL_SOURCE","SUP005","SUP-PART-000212","31","2025-07-23","2025-11-11","false","true","true","0.064","0.972","25","52","1.3","NO","Instructions for ITEM-376","Quality requirements for ITEM-376","Test requirements for ITEM-376","Packaging requirements for ITEM-376","USER001","2025-06-30","USER009","2025-07-10","R2","APPROVED","Notes for BOM BOM-014"
"BOM-033","ITEM-080","ITEM-366","2.38","KG","72","BUY","INTERNAL","SUP001","SUP-PART-000236","15","2025-07-23","2025-11-13","true","false","false","0.086","0.991","75","23","2.6","SPECIAL","Instructions for ITEM-366","Quality requirements for ITEM-366","Test requirements for ITEM-366","Packaging requirements for ITEM-366","USER005","2025-07-03","USER009","2025-07-13","R1","APPROVED","Notes for BOM BOM-033"
"BOM-011","ITEM-018","ITEM-470","22.43","M","71","MAKE","INTERNAL","SUP005","SUP-PART-000540","41","2025-09-24","2026-08-28","true","true","true","0.067","0.997","46","40","3.1","YES","Instructions for ITEM-470","Quality requirements for ITEM-470","Test requirements for ITEM-470","Packaging requirements for ITEM-470","USER007","2025-09-05","USER006","2025-09-15","R1","DRAFT","Notes for BOM BOM-011"
"BOM-031","ITEM-089","ITEM-263","87.14","KG","40","MAKE","DUAL_SOURCE","SUP001","SUP-PART-000118","37","2025-09-19","2025-10-21","true","true","true","0.082","0.967","72","54","3.1","SPECIAL","Instructions for ITEM-263","Quality requirements for ITEM-263","Test requirements for ITEM-263","Packaging requirements for ITEM-263","USER006","2025-09-18","USER008","2025-09-22","R5","APPROVED","Notes for BOM BOM-031"
"BOM-026","ITEM-032","ITEM-127","22.58","M","91","MAKE_OR_BUY","DUAL_SOURCE","SUP004","SUP-PART-000582","53","2025-06-27","2026-03-23","false","true","true","0.066","0.985","29","51","7.1","SPECIAL","Instructions for ITEM-127","Quality requirements for ITEM-127","Test requirements for ITEM-127","Packaging requirements for ITEM-127","USER001","2025-06-26","USER005","2025-07-02","R1","DRAFT","Notes for BOM BOM-026"
"BOM-043","ITEM-010","ITEM-222","54.25","KG","6","MAKE_OR_BUY","EXTERNAL","SUP001","SUP-PART-000474","24","2025-06-01","2026-01-06","false","true","false","0.049","0.953","91","2","3.6","NO","Instructions for ITEM-222","Quality requirements for ITEM-222","Test requirements for ITEM-222","Packaging requirements for ITEM-222","USER005","2025-05-20","USER005","2025-05-29","R3","REJECTED","Notes for BOM BOM-043"
"BOM-037","ITEM-050","ITEM-436","82.53","EA","83","MAKE","EXTERNAL","SUP004","SUP-PART-000366","54","2025-05-21","2026-01-02","true","true","false","0.012","0.966","51","41","0.5","YES","Instructions for ITEM-436","Quality requirements for ITEM-436","Test requirements for ITEM-436","Packaging requirements for ITEM-436","USER010","2025-05-12","USER003","2025-05-13","R5","PENDING","Notes for BOM BOM-037"
"BOM-001","ITEM-069","ITEM-286","35.83","KG","88","MAKE","DUAL_SOURCE","SUP003","SUP-PART-000579","31","2025-07-26","2026-07-22","true","true","true","0.09","0.961","103","14","7.2","SPECIAL","Instructions for ITEM-286","Quality requirements for ITEM-286","Test requirements for ITEM-286","Packaging requirements for ITEM-286","USER006","2025-07-14","USER005","2025-07-15","R1","REJECTED","Notes for BOM BOM-001"
"BOM-039","ITEM-032","ITEM-467","74.51","L","48","BUY","INTERNAL","SUP002","SUP-PART-000950","8","2025-09-14","2025-11-12","false","true","false","0.006","0.954","99","43","7.2","SPECIAL","Instructions for ITEM-467","Quality requirements for ITEM-467","Test requirements for ITEM-467","Packaging requirements for ITEM-467","USER009","2025-08-20","USER003","2025-08-23","R4","DRAFT","Notes for BOM BOM-039"
"BOM-049","ITEM-095","ITEM-459","17.15","EA","95","MAKE_OR_BUY","DUAL_SOURCE","SUP003","SUP-PART-000105","49","2025-07-08","2026-06-06","true","false","true","0.043","0.951","106","39","6.4","YES","Instructions for ITEM-459","Quality requirements for ITEM-459","Test requirements for ITEM-459","Packaging requirements for ITEM-459","USER007","2025-06-10","USER008","2025-06-11","R3","PENDING","Notes for BOM BOM-049"
"BOM-021","ITEM-081","ITEM-117","16.19","EA","10","MAKE","DUAL_SOURCE","SUP003","SUP-PART-000341","53","2025-08-02","2026-06-14","true","true","true","0.008","0.974","39","44","0.4","NO","Instructions for ITEM-117","Quality requirements for ITEM-117","Test requirements for ITEM-117","Packaging requirements for ITEM-117","USER008","2025-07-23","USER004","2025-07-28","R5","REJECTED","Notes for BOM BOM-021"
"BOM-030","ITEM-061","ITEM-364","2.62","M","88","MAKE_OR_BUY","DUAL_SOURCE","SUP003","SUP-PART-000315","15","2025-09-04","2026-06-26","false","false","false","0.048","0.983","58","21","4.0","SPECIAL","Instructions for ITEM-364","Quality requirements for ITEM-364","Test requirements for ITEM-364","Packaging requirements for ITEM-364","USER001","2025-08-22","USER007","2025-08-31","R5","APPROVED","Notes for BOM BOM-030"
"BOM-028","ITEM-092","ITEM-143","68.94","L","68","BUY","DUAL_SOURCE","SUP004","SUP-PART-000824","51","2025-10-10","2026-07-17","true","false","false","0.064","0.996","93","30","3.1","NO","Instructions for ITEM-143","Quality requirements for ITEM-143","Test requirements for ITEM-143","Packaging requirements for ITEM-143","USER004","2025-09-29","USER001","2025-10-06","R2","DRAFT","Notes for BOM BOM-028"
"BOM-006","ITEM-093","ITEM-313","32.28","M","44","BUY","DUAL_SOURCE","SUP004","SUP-PART-000884","8","2025-08-27","2025-12-08","false","true","false","0.082","0.954","117","15","7.7","YES","Instructions for ITEM-313","Quality requirements for ITEM-313","Test requirements for ITEM-313","Packaging requirements for ITEM-313","USER001","2025-07-29","USER008","2025-08-08","R2","APPROVED","Notes for BOM BOM-006"
"BOM-042","ITEM-031","ITEM-228","23.98","L","19","MAKE","DUAL_SOURCE","SUP005","SUP-PART-000802","40","2025-10-20","2026-04-24","true","false","false","0.006","0.95","112","27","2.4","SPECIAL","Instructions for ITEM-228","Quality requirements for ITEM-228","Test requirements for ITEM-228","Packaging requirements for ITEM-228","USER005","2025-10-13","USER005","2025-10-14","R5","DRAFT","Notes for BOM BOM-042"
"BOM-036","ITEM-059","ITEM-235","19.75","M","7","MAKE_OR_BUY","DUAL_SOURCE","SUP004","SUP-PART-000325","33","2025-08-23","2026-03-23","false","true","false","0.072","0.999","17","15","6.4","NO","Instructions for ITEM-235","Quality requirements for ITEM-235","Test requirements for ITEM-235","Packaging requirements for ITEM-235","USER001","2025-08-01","USER001","2025-08-03","R5","APPROVED","Notes for BOM BOM-036"
"BOM-041","ITEM-018","ITEM-388","11.75","L","14","MAKE_OR_BUY","DUAL_SOURCE","SUP005","SUP-PART-000936","33","2025-06-07","2025-12-31","true","false","false","0.081","0.998","71","6","2.4","SPECIAL","Instructions for ITEM-388","Quality requirements for ITEM-388","Test requirements for ITEM-388","Packaging requirements for ITEM-388","USER005","2025-06-03","USER004","2025-06-05","R4","REJECTED","Notes for BOM BOM-041"
"BOM-047","ITEM-063","ITEM-247","9.14","EA","94","MAKE","INTERNAL","SUP005","SUP-PART-000346","50","2025-05-25","2026-01-17","false","true","false","0.022","0.967","86","45","5.8","NO","Instructions for ITEM-247","Quality requirements for ITEM-247","Test requirements for ITEM-247","Packaging requirements for ITEM-247","USER009","2025-05-18","USER004","2025-05-27","R2","DRAFT","Notes for BOM BOM-047"
"BOM-030","ITEM-015","ITEM-233","91.97","KG","13","BUY","INTERNAL","SUP002","SUP-PART-000459","35","2025-07-27","2025-09-28","false","true","true","0.035","0.968","89","16","4.6","SPECIAL","Instructions for ITEM-233","Quality requirements for ITEM-233","Test requirements for ITEM-233","Packaging requirements for ITEM-233","USER007","2025-07-17","USER002","2025-07-19","R5","APPROVED","Notes for BOM BOM-030"
"BOM-048","ITEM-093","ITEM-488","17.24","KG","6","BUY","EXTERNAL","SUP002","SUP-PART-000312","42","2025-06-23","2025-12-09","true","true","true","0.077","0.998","104","41","5.6","NO","Instructions for ITEM-488","Quality requirements for ITEM-488","Test requirements for ITEM-488","Packaging requirements for ITEM-488","USER007","2025-05-26","USER001","2025-06-01","R1","DRAFT","Notes for BOM BOM-048"
"BOM-045","ITEM-098","ITEM-338","35.49","L","92","MAKE_OR_BUY","INTERNAL","SUP002","SUP-PART-000965","57","2025-05-06","2025-09-16","true","true","false","0.005","0.983","118","9","3.5","YES","Instructions for ITEM-338","Quality requirements for ITEM-338","Test requirements for ITEM-338","Packaging requirements for ITEM-338","USER002","2025-04-17","USER010","2025-04-18","R3","APPROVED","Notes for BOM BOM-045"
"BOM-025","ITEM-028","ITEM-430","93.67","EA","54","MAKE_OR_BUY","EXTERNAL","SUP001","SUP-PART-000672","51","2025-10-17","2026-06-30","false","false","false","0.089","0.959","113","42","1.0","NO","Instructions for ITEM-430","Quality requirements for ITEM-430","Test requirements for ITEM-430","Packaging requirements for ITEM-430","USER009","2025-09-22","USER007","2025-09-30","R1","APPROVED","Notes for BOM BOM-025"
"BOM-018","ITEM-036","ITEM-115","23.53","M","63","MAKE","EXTERNAL","SUP002","SUP-PART-000085","58","2025-10-04","2026-02-07","false","false","true","0.038","0.981","62","7","1.7","YES","Instructions for ITEM-115","Quality requirements for ITEM-115","Test requirements for ITEM-115","Packaging requirements for ITEM-115","USER008","2025-09-26","USER009","2025-10-04","R1","REJECTED","Notes for BOM BOM-018"
"BOM-002","ITEM-016","ITEM-340","33.46","KG","18","MAKE","EXTERNAL","SUP002","SUP-PART-000915","18","2025-09-29","2026-03-09","false","false","false","0.089","0.977","28","35","4.8","YES","Instructions for ITEM-340","Quality requirements for ITEM-340","Test requirements for ITEM-340","Packaging requirements for ITEM-340","USER008","2025-09-11","USER001","2025-09-20","R5","DRAFT","Notes for BOM BOM-002"
"BOM-011","ITEM-084","ITEM-323","77.56","M","84","MAKE_OR_BUY","INTERNAL","SUP004","SUP-PART-000261","37","2025-08-27","2025-10-21","true","true","true","0.062","0.979","108","59","2.0","SPECIAL","Instructions for ITEM-323","Quality requirements for ITEM-323","Test requirements for ITEM-323","Packaging requirements for ITEM-323","USER005","2025-08-02","USER004","2025-08-08","R5","REJECTED","Notes for BOM BOM-011"
"BOM-019","ITEM-003","ITEM-403","41.68","KG","70","BUY","INTERNAL","SUP002","SUP-PART-000828","11","2025-05-09","2026-02-03","false","false","false","0.092","0.978","55","52","2.8","NO","Instructions for ITEM-403","Quality requirements for ITEM-403","Test requirements for ITEM-403","Packaging requirements for ITEM-403","USER004","2025-04-27","USER005","2025-04-28","R3","PENDING","Notes for BOM BOM-019"
"BOM-027","ITEM-085","ITEM-448","48.08","M","74","MAKE_OR_BUY","DUAL_SOURCE","SUP002","SUP-PART-000397","50","2025-10-08","2026-01-10","false","true","true","0.079","0.952","41","56","7.2","YES","Instructions for ITEM-448","Quality requirements for ITEM-448","Test requirements for ITEM-448","Packaging requirements for ITEM-448","USER002","2025-09-30","USER010","2025-10-06","R5","APPROVED","Notes for BOM BOM-027"
"BOM-021","ITEM-093","ITEM-404","43.44","L","26","MAKE","DUAL_SOURCE","SUP005","SUP-PART-000337","16","2025-07-30","2025-10-15","true","true","false","0.005","0.961","17","5","5.4","YES","Instructions for ITEM-404","Quality requirements for ITEM-404","Test requirements for ITEM-404","Packaging requirements for ITEM-404","USER009","2025-07-01","USER004","2025-07-10","R2","APPROVED","Notes for BOM BOM-021"
"BOM-035","ITEM-046","ITEM-446","93.8","KG","28","MAKE","DUAL_SOURCE","SUP001","SUP-PART-000420","56","2025-05-07","2025-06-06","true","false","false","0.036","0.986","5","25","0.4","SPECIAL","Instructions for ITEM-446","Quality requirements for ITEM-446","Test requirements for ITEM-446","Packaging requirements for ITEM-446","USER001","2025-04-11","USER005","2025-04-19","R1","REJECTED","Notes for BOM BOM-035"
"BOM-002","ITEM-013","ITEM-428","31.9","KG","96","MAKE","EXTERNAL","SUP001","SUP-PART-000301","52","2025-06-25","2026-01-07","true","false","false","0.087","0.969","65","33","0.6","YES","Instructions for ITEM-428","Quality requirements for ITEM-428","Test requirements for ITEM-428","Packaging requirements for ITEM-428","USER010","2025-05-27","USER006","2025-06-03","R2","DRAFT","Notes for BOM BOM-002"
"BOM-049","ITEM-059","ITEM-384","77.84","KG","51","BUY","EXTERNAL","SUP002","SUP-PART-000449","3","2025-05-12","2025-11-23","false","true","false","0.097","0.993","51","7","0.9","NO","Instructions for ITEM-384","Quality requirements for ITEM-384","Test requirements for ITEM-384","Packaging requirements for ITEM-384","USER007","2025-04-25","USER003","2025-04-27","R4","DRAFT","Notes for BOM BOM-049"
"BOM-003","ITEM-047","ITEM-495","85.7","M","6","MAKE","EXTERNAL","SUP001","SUP-PART-000480","18","2025-10-02","2025-11-08","false","true","false","0.06","0.978","73","23","1.4","YES","Instructions for ITEM-495","Quality requirements for ITEM-495","Test requirements for ITEM-495","Packaging requirements for ITEM-495","USER004","2025-09-10","USER001","2025-09-19","R4","PENDING","Notes for BOM BOM-003"
"BOM-033","ITEM-004","ITEM-151","87.3","M","41","MAKE_OR_BUY","DUAL_SOURCE","SUP003","SUP-PART-000629","28","2025-06-17","2026-01-07","true","true","true","0.021","0.976","67","3","2.7","SPECIAL","Instructions for ITEM-151","Quality requirements for ITEM-151","Test requirements for ITEM-151","Packaging requirements for ITEM-151","USER005","2025-05-29","USER002","2025-06-05","R5","PENDING","Notes for BOM BOM-033"
"BOM-049","ITEM-077","ITEM-410","2.16","EA","75","MAKE_OR_BUY","DUAL_SOURCE","SUP002","SUP-PART-000395","12","2025-10-16","2026-01-03","true","false","true","0.093","0.98","119","34","0.2","YES","Instructions for ITEM-410","Quality requirements for ITEM-410","Test requirements for ITEM-410","Packaging requirements for ITEM-410","USER009","2025-10-07","USER006","2025-10-15","R2","REJECTED","Notes for BOM BOM-049"
"BOM-016","ITEM-100","ITEM-307","62.48","L","84","MAKE_OR_BUY","EXTERNAL","SUP002","SUP-PART-000352","51","2025-06-21","2026-02-25","false","false","false","0.08","0.967","64","28","7.3","YES","Instructions for ITEM-307","Quality requirements for ITEM-307","Test requirements for ITEM-307","Packaging requirements for ITEM-307","USER004","2025-05-30","USER005","2025-06-01","R2","APPROVED","Notes for BOM BOM-016"
"BOM-011","ITEM-052","ITEM-408","82.63","EA","13","MAKE","INTERNAL","SUP001","SUP-PART-000185","4","2025-05-23","2025-12-22","true","true","true","0.079","0.959","72","13","5.2","SPECIAL","Instructions for ITEM-408","Quality requirements for ITEM-408","Test requirements for ITEM-408","Packaging requirements for ITEM-408","USER009","2025-04-24","USER010","2025-05-03","R5","DRAFT","Notes for BOM BOM-011"
"BOM-002","ITEM-017","ITEM-255","62.86","EA","91","BUY","DUAL_SOURCE","SUP005","SUP-PART-000364","58","2025-09-11","2026-08-01","true","false","false","0.012","0.988","7","55","3.2","SPECIAL","Instructions for ITEM-255","Quality requirements for ITEM-255","Test requirements for ITEM-255","Packaging requirements for ITEM-255","USER003","2025-09-06","USER005","2025-09-11","R4","DRAFT","Notes for BOM BOM-002"
"BOM-021","ITEM-014","ITEM-102","75.2","KG","36","BUY","DUAL_SOURCE","SUP001","SUP-PART-000398","39","2025-10-13","2026-06-24","true","true","true","0.004","0.988","115","32","0.7","NO","Instructions for ITEM-102","Quality requirements for ITEM-102","Test requirements for ITEM-102","Packaging requirements for ITEM-102","USER005","2025-10-08","USER010","2025-10-11","R3","APPROVED","Notes for BOM BOM-021"
"BOM-022","ITEM-016","ITEM-127","17.29","KG","25","MAKE","EXTERNAL","SUP001","SUP-PART-000533","19","2025-09-13","2026-05-14","true","false","false","0.087","0.978","100","5","1.7","SPECIAL","Instructions for ITEM-127","Quality requirements for ITEM-127","Test requirements for ITEM-127","Packaging requirements for ITEM-127","USER005","2025-08-28","USER010","2025-09-05","R2","APPROVED","Notes for BOM BOM-022"
"BOM-007","ITEM-074","ITEM-234","5.38","EA","65","MAKE","INTERNAL","SUP005","SUP-PART-000783","25","2025-09-02","2025-12-07","false","false","false","0.092","0.979","89","53","4.8","NO","Instructions for ITEM-234","Quality requirements for ITEM-234","Test requirements for ITEM-234","Packaging requirements for ITEM-234","USER008","2025-08-12","USER007","2025-08-14","R1","APPROVED","Notes for BOM BOM-007"
"BOM-028","ITEM-079","ITEM-171","26.1","KG","44","BUY","DUAL_SOURCE","SUP003","SUP-PART-000737","4","2025-08-12","2026-03-18","true","false","true","0.017","0.965","29","18","3.1","YES","Instructions for ITEM-171","Quality requirements for ITEM-171","Test requirements for ITEM-171","Packaging requirements for ITEM-171","USER006","2025-08-07","USER008","2025-08-10","R5","PENDING","Notes for BOM BOM-028"
"BOM-044","ITEM-009","ITEM-299","47.41","M","16","BUY","EXTERNAL","SUP003","SUP-PART-000833","30","2025-06-17","2025-12-28","false","true","true","0.085","0.967","114","7","7.5","SPECIAL","Instructions for ITEM-299","Quality requirements for ITEM-299","Test requirements for ITEM-299","Packaging requirements for ITEM-299","USER004","2025-06-03","USER003","2025-06-07","R4","PENDING","Notes for BOM BOM-044"
"BOM-029","ITEM-074","ITEM-236","16.14","L","61","MAKE_OR_BUY","INTERNAL","SUP001","SUP-PART-000732","26","2025-05-16","2025-07-27","false","true","false","0.015","0.994","84","4","3.3","YES","Instructions for ITEM-236","Quality requirements for ITEM-236","Test requirements for ITEM-236","Packaging requirements for ITEM-236","USER007","2025-05-08","USER007","2025-05-09","R5","APPROVED","Notes for BOM BOM-029"
"BOM-044","ITEM-057","ITEM-467","23.84","M","61","MAKE","INTERNAL","SUP001","SUP-PART-000098","26","2025-07-14","2025-09-05","true","false","false","0.008","0.976","75","31","6.7","SPECIAL","Instructions for ITEM-467","Quality requirements for ITEM-467","Test requirements for ITEM-467","Packaging requirements for ITEM-467","USER005","2025-07-05","USER006","2025-07-14","R1","APPROVED","Notes for BOM BOM-044"
"BOM-044","ITEM-092","ITEM-458","36.55","KG","50","MAKE","DUAL_SOURCE","SUP005","SUP-PART-000820","39","2025-09-11","2026-02-12","false","true","false","0.016","0.994","48","10","4.7","SPECIAL","Instructions for ITEM-458","Quality requirements for ITEM-458","Test requirements for ITEM-458","Packaging requirements for ITEM-458","USER003","2025-08-21","USER010","2025-08-24","R4","APPROVED","Notes for BOM BOM-044"
"BOM-039","ITEM-075","ITEM-240","14.9","M","36","BUY","DUAL_SOURCE","SUP001","SUP-PART-000964","55","2025-07-20","2026-04-08","false","false","true","0.09","0.99","23","33","7.4","YES","Instructions for ITEM-240","Quality requirements for ITEM-240","Test requirements for ITEM-240","Packaging requirements for ITEM-240","USER001","2025-06-24","USER008","2025-06-27","R3","APPROVED","Notes for BOM BOM-039"
"BOM-015","ITEM-061","ITEM-179","76.36","L","97","MAKE","DUAL_SOURCE","SUP003","SUP-PART-000742","44","2025-10-21","2025-12-30","false","true","false","0.06","0.996","92","3","7.8","NO","Instructions for ITEM-179","Quality requirements for ITEM-179","Test requirements for ITEM-179","Packaging requirements for ITEM-179","USER009","2025-10-01","USER004","2025-10-08","R2","DRAFT","Notes for BOM BOM-015"
"BOM-006","ITEM-033","ITEM-309","70.39","KG","37","BUY","INTERNAL","SUP001","SUP-PART-000076","35","2025-05-19","2026-02-15","true","false","false","0.082","0.963","86","48","6.0","SPECIAL","Instructions for ITEM-309","Quality requirements for ITEM-309","Test requirements for ITEM-309","Packaging requirements for ITEM-309","USER009","2025-05-01","USER009","2025-05-09","R1","PENDING","Notes for BOM BOM-006"
"BOM-037","ITEM-018","ITEM-497","23.52","EA","92","BUY","EXTERNAL","SUP004","SUP-PART-000616","47","2025-06-06","2026-02-27","false","false","true","0.078","0.989","22","29","5.3","SPECIAL","Instructions for ITEM-497","Quality requirements for ITEM-497","Test requirements for ITEM-497","Packaging requirements for ITEM-497","USER002","2025-05-30","USER009","2025-06-06","R2","PENDING","Notes for BOM BOM-037"
"BOM-043","ITEM-090","ITEM-143","91.77","L","22","BUY","EXTERNAL","SUP005","SUP-PART-000155","24","2025-09-23","2026-07-26","false","true","false","0.088","0.981","101","8","3.2","SPECIAL","Instructions for ITEM-143","Quality requirements for ITEM-143","Test requirements for ITEM-143","Packaging requirements for ITEM-143","USER005","2025-08-24","USER008","2025-08-28","R4","APPROVED","Notes for BOM BOM-043"
"BOM-010","ITEM-056","ITEM-481","55.84","L","7","MAKE_OR_BUY","INTERNAL","SUP002","SUP-PART-000727","34","2025-08-06","2026-07-12","true","false","false","0.093","0.973","17","29","2.0","NO","Instructions for ITEM-481","Quality requirements for ITEM-481","Test requirements for ITEM-481","Packaging requirements for ITEM-481","USER010","2025-07-14","USER008","2025-07-18","R5","APPROVED","Notes for BOM BOM-010"
"BOM-050","ITEM-022","ITEM-123","87.24","KG","64","BUY","EXTERNAL","SUP005","SUP-PART-000102","19","2025-09-20","2026-02-10","false","false","false","0.036","0.96","111","12","3.3","NO","Instructions for ITEM-123","Quality requirements for ITEM-123","Test requirements for ITEM-123","Packaging requirements for ITEM-123","USER003","2025-08-30","USER002","2025-09-04","R4","PENDING","Notes for BOM BOM-050"
"BOM-020","ITEM-032","ITEM-358","84.51","L","7","MAKE_OR_BUY","INTERNAL","SUP002","SUP-PART-000461","47","2025-07-07","2026-04-12","false","false","true","0.002","0.97","8","24","7.6","NO","Instructions for ITEM-358","Quality requirements for ITEM-358","Test requirements for ITEM-358","Packaging requirements for ITEM-358","USER010","2025-06-19","USER009","2025-06-21","R2","APPROVED","Notes for BOM BOM-020"
"BOM-031","ITEM-043","ITEM-337","35.79","L","27","MAKE_OR_BUY","INTERNAL","SUP004","SUP-PART-000080","43","2025-05-16","2026-05-16","true","false","false","0.043","0.962","85","51","7.3","NO","Instructions for ITEM-337","Quality requirements for ITEM-337","Test requirements for ITEM-337","Packaging requirements for ITEM-337","USER008","2025-05-15","USER006","2025-05-22","R4","DRAFT","Notes for BOM BOM-031"
"BOM-021","ITEM-079","ITEM-316","55.5","KG","38","BUY","DUAL_SOURCE","SUP005","SUP-PART-000007","34","2025-09-19","2026-05-28","true","true","false","0.06","0.986","6","51","2.6","SPECIAL","Instructions for ITEM-316","Quality requirements for ITEM-316","Test requirements for ITEM-316","Packaging requirements for ITEM-316","USER005","2025-08-29","USER010","2025-09-01","R3","DRAFT","Notes for BOM BOM-021"
"BOM-036","ITEM-094","ITEM-448","14.42","EA","21","MAKE_OR_BUY","INTERNAL","SUP001","SUP-PART-000899","8","2025-10-22","2026-08-07","false","true","false","0.011","0.956","13","6","5.0","NO","Instructions for ITEM-448","Quality requirements for ITEM-448","Test requirements for ITEM-448","Packaging requirements for ITEM-448","USER009","2025-09-26","USER006","2025-09-28","R4","APPROVED","Notes for BOM BOM-036"
"BOM-015","ITEM-074","ITEM-119","25.8","M","72","BUY","DUAL_SOURCE","SUP004","SUP-PART-000580","41","2025-09-22","2025-12-30","false","true","false","0.031","0.955","33","43","4.6","NO","Instructions for ITEM-119","Quality requirements for ITEM-119","Test requirements for ITEM-119","Packaging requirements for ITEM-119","USER009","2025-09-13","USER005","2025-09-23","R2","REJECTED","Notes for BOM BOM-015"
"BOM-023","ITEM-033","ITEM-452","40.28","KG","10","MAKE_OR_BUY","EXTERNAL","SUP005","SUP-PART-000678","24","2025-09-03","2026-04-03","false","true","false","0.049","0.976","77","23","4.2","YES","Instructions for ITEM-452","Quality requirements for ITEM-452","Test requirements for ITEM-452","Packaging requirements for ITEM-452","USER009","2025-08-15","USER004","2025-08-16","R4","REJECTED","Notes for BOM BOM-023"
"BOM-019","ITEM-012","ITEM-146","68.71","L","8","BUY","DUAL_SOURCE","SUP002","SUP-PART-000269","47","2025-06-25","2026-03-05","false","true","false","0.032","0.995","110","13","7.7","NO","Instructions for ITEM-146","Quality requirements for ITEM-146","Test requirements for ITEM-146","Packaging requirements for ITEM-146","USER002","2025-06-16","USER003","2025-06-24","R1","PENDING","Notes for BOM BOM-019"
"BOM-029","ITEM-048","ITEM-106","99.31","M","20","BUY","INTERNAL","SUP002","SUP-PART-000678","13","2025-09-07","2026-06-19","false","false","true","0.095","0.992","93","53","5.5","YES","Instructions for ITEM-106","Quality requirements for ITEM-106","Test requirements for ITEM-106","Packaging requirements for ITEM-106","USER004","2025-08-28","USER009","2025-09-02","R5","PENDING","Notes for BOM BOM-029"
"BOM-030","ITEM-017","ITEM-426","21.82","L","50","MAKE_OR_BUY","INTERNAL","SUP003","SUP-PART-000558","50","2025-04-27","2025-11-29","true","true","false","0.026","0.976","14","2","3.2","NO","Instructions for ITEM-426","Quality requirements for ITEM-426","Test requirements for ITEM-426","Packaging requirements for ITEM-426","USER006","2025-04-24","USER006","2025-04-30","R3","PENDING","Notes for BOM BOM-030"
"BOM-017","ITEM-055","ITEM-480","28.49","KG","77","MAKE","EXTERNAL","SUP003","SUP-PART-000067","1","2025-05-30","2025-07-24","true","true","false","0.053","0.953","39","2","7.9","YES","Instructions for ITEM-480","Quality requirements for ITEM-480","Test requirements for ITEM-480","Packaging requirements for ITEM-480","USER010","2025-05-26","USER005","2025-05-31","R1","APPROVED","Notes for BOM BOM-017"
